Ticket_ID,Customer_ID,Customer_Name,Customer_Email,Customer_Country,Customer_Language,Channel,Query_Category,Query_Subcategory,Customer_Query_Text,Intent_Detected,Sentiment_Score,Priority_Level,AI_Response_Text,Human_Escalation_Flag,Resolution_Status,Resolution_Time,Customer_Feedback_Rating,Follow_Up_Required,Timestamp
TKT-10347,CUST-5347,User347,user347@example.com,USA,Urdu,WhatsApp,Account,Refund Request,Customer is facing an issue and needs support.,Complaint,-0.18,Low,AI provided a helpful response.,FALSE,Pending,70,3,TRUE,2026-01-23T23:02:19.728667
TKT-10348,CUST-5348,User348,user348@example.com,Germany,Arabic,Web,Billing,General Inquiry,Customer is facing an issue and needs support.,Request Info,-0.02,Medium,AI provided a helpful response.,FALSE,Resolved,9,5,FALSE,2026-02-03T20:23:19.728667
TKT-10349,CUST-5349,User349,user349@example.com,Germany,German,WhatsApp,Account,Bug Report,Customer is facing an issue and needs support.,Complaint,0.75,Medium,AI provided a helpful response.,FALSE,Pending,13,3,FALSE,2026-01-26T19:35:19.728667
TKT-10350,CUST-5350,User350,user350@example.com,France,German,Chat,Account,Refund Request,Customer is facing an issue and needs support.,Get Help,0.94,Low,AI provided a helpful response.,TRUE,Pending,66,4,TRUE,2025-12-23T06:33:19.728667
TKT-10351,CUST-5351,User351,user351@example.com,UK,Urdu,Email,Technical,Payment Failure,Customer is facing an issue and needs support.,Complaint,-0.87,Low,AI provided a helpful response.,FALSE,Resolved,47,5,TRUE,2026-01-09T03:07:19.728667
TKT-10352,CUST-5352,User352,user352@example.com,UK,Arabic,Web,Technical,Login Issue,Customer is facing an issue and needs support.,Request Info,0.05,Low,AI provided a helpful response.,TRUE,Escalated,32,2,TRUE,2026-01-04T01:47:19.728667
TKT-10353,CUST-5353,User353,user353@example.com,UK,Urdu,Web,Technical,Bug Report,Customer is facing an issue and needs support.,Get Help,-0.78,Medium,AI provided a helpful response.,FALSE,Escalated,23,2,TRUE,2025-12-16T18:31:19.728667
TKT-10354,CUST-5354,User354,user354@example.com,Germany,English,WhatsApp,Technical,Bug Report,Customer is facing an issue and needs support.,Request Info,0.44,Critical,AI provided a helpful response.,TRUE,Escalated,19,2,TRUE,2025-12-09T00:38:19.728667
TKT-10355,CUST-5355,User355,user355@example.com,Germany,English,WhatsApp,Product,Login Issue,Customer is facing an issue and needs support.,Get Help,-0.71,Low,AI provided a helpful response.,FALSE,Escalated,22,1,FALSE,2026-01-15T13:40:19.728667
TKT-10356,CUST-5356,User356,user356@example.com,USA,Hindi,Web,Delivery,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,-0.42,Medium,AI provided a helpful response.,TRUE,Resolved,40,2,TRUE,2026-02-03T05:19:19.728667
TKT-10357,CUST-5357,User357,user357@example.com,Canada,English,WhatsApp,Delivery,Login Issue,Customer is facing an issue and needs support.,Complaint,0,Critical,AI provided a helpful response.,FALSE,Resolved,40,1,FALSE,2025-12-08T15:21:19.728667
TKT-10358,CUST-5358,User358,user358@example.com,France,German,Email,Technical,Payment Failure,Customer is facing an issue and needs support.,Complaint,-0.09,Critical,AI provided a helpful response.,FALSE,Escalated,61,3,FALSE,2025-12-14T06:01:19.728667
TKT-10359,CUST-5359,User359,user359@example.com,USA,English,Chat,Technical,General Inquiry,Customer is facing an issue and needs support.,Request Info,0.32,Critical,AI provided a helpful response.,TRUE,Resolved,18,2,TRUE,2026-01-01T02:50:19.728667
TKT-10360,CUST-5360,User360,user360@example.com,France,German,Chat,Delivery,Bug Report,Customer is facing an issue and needs support.,Get Help,0.92,High,AI provided a helpful response.,TRUE,Resolved,56,3,FALSE,2026-01-21T08:26:19.728667
TKT-10361,CUST-5361,User361,user361@example.com,France,Arabic,WhatsApp,Technical,Login Issue,Customer is facing an issue and needs support.,Cancel Service,0.88,Medium,AI provided a helpful response.,TRUE,Pending,40,2,FALSE,2026-01-18T12:14:19.728667
TKT-10362,CUST-5362,User362,user362@example.com,Pakistan,Hindi,Web,Account,Refund Request,Customer is facing an issue and needs support.,Complaint,0.55,Medium,AI provided a helpful response.,FALSE,Escalated,54,2,FALSE,2026-01-23T04:08:19.728667
TKT-10363,CUST-5363,User363,user363@example.com,India,French,Chat,Product,Refund Request,Customer is facing an issue and needs support.,Get Help,0.68,Critical,AI provided a helpful response.,FALSE,Escalated,19,4,FALSE,2026-02-06T13:06:19.728667
TKT-10364,CUST-5364,User364,user364@example.com,UAE,Arabic,Chat,Account,Refund Request,Customer is facing an issue and needs support.,Cancel Service,0.42,Low,AI provided a helpful response.,TRUE,Resolved,67,1,FALSE,2025-12-20T12:22:19.728667
TKT-10365,CUST-5365,User365,user365@example.com,UAE,English,WhatsApp,Product,Refund Request,Customer is facing an issue and needs support.,Cancel Service,0.78,High,AI provided a helpful response.,TRUE,Escalated,39,5,TRUE,2026-01-08T12:48:19.728667
TKT-10366,CUST-5366,User366,user366@example.com,USA,French,Chat,Product,Bug Report,Customer is facing an issue and needs support.,Request Info,0.93,High,AI provided a helpful response.,FALSE,Pending,68,5,TRUE,2025-12-22T20:22:19.728667
TKT-10367,CUST-5367,User367,user367@example.com,France,German,Web,Product,Login Issue,Customer is facing an issue and needs support.,Get Help,-0.03,Critical,AI provided a helpful response.,FALSE,Resolved,43,2,FALSE,2026-01-12T07:58:19.728667
TKT-10368,CUST-5368,User368,user368@example.com,Germany,Hindi,Email,Product,Bug Report,Customer is facing an issue and needs support.,Request Info,-0.49,Critical,AI provided a helpful response.,TRUE,Resolved,32,2,TRUE,2026-02-07T00:28:19.728667
TKT-10369,CUST-5369,User369,user369@example.com,Canada,Urdu,Chat,Delivery,General Inquiry,Customer is facing an issue and needs support.,Get Help,0.45,Low,AI provided a helpful response.,FALSE,Resolved,49,4,TRUE,2026-02-06T07:08:19.728667
TKT-10370,CUST-5370,User370,user370@example.com,France,English,Chat,Account,Payment Failure,Customer is facing an issue and needs support.,Complaint,0.98,Critical,AI provided a helpful response.,TRUE,Pending,57,2,TRUE,2026-01-11T09:55:19.728667
TKT-10371,CUST-5371,User371,user371@example.com,UK,Urdu,Web,Account,Refund Request,Customer is facing an issue and needs support.,Cancel Service,0.83,Low,AI provided a helpful response.,FALSE,Pending,20,5,TRUE,2025-12-08T21:16:19.728667
TKT-10372,CUST-5372,User372,user372@example.com,UAE,Arabic,Email,Billing,Payment Failure,Customer is facing an issue and needs support.,Request Info,-0.54,Critical,AI provided a helpful response.,FALSE,Escalated,26,3,TRUE,2026-02-07T00:09:19.728667
TKT-10373,CUST-5373,User373,user373@example.com,UK,Urdu,Web,Delivery,Payment Failure,Customer is facing an issue and needs support.,Complaint,-0.32,Low,AI provided a helpful response.,TRUE,Escalated,2,1,FALSE,2026-01-15T19:50:19.728667
TKT-10374,CUST-5374,User374,user374@example.com,Germany,Urdu,Web,Billing,Bug Report,Customer is facing an issue and needs support.,Get Help,0.82,High,AI provided a helpful response.,FALSE,Escalated,51,1,FALSE,2026-01-23T06:22:19.728667
TKT-10375,CUST-5375,User375,user375@example.com,India,Hindi,WhatsApp,Billing,Payment Failure,Customer is facing an issue and needs support.,Request Info,-0.61,Medium,AI provided a helpful response.,FALSE,Escalated,18,5,FALSE,2026-01-16T12:01:19.728667
TKT-10376,CUST-5376,User376,user376@example.com,Canada,Hindi,Email,Product,Payment Failure,Customer is facing an issue and needs support.,Complaint,-0.58,High,AI provided a helpful response.,FALSE,Escalated,53,5,TRUE,2025-12-08T16:21:19.728667
TKT-10377,CUST-5377,User377,user377@example.com,Australia,Arabic,Email,Product,Payment Failure,Customer is facing an issue and needs support.,Complaint,0.64,High,AI provided a helpful response.,FALSE,Escalated,37,3,TRUE,2025-12-08T10:02:19.728667
TKT-10378,CUST-5378,User378,user378@example.com,France,English,Email,Product,Bug Report,Customer is facing an issue and needs support.,Get Help,0.59,Low,AI provided a helpful response.,FALSE,Pending,33,1,FALSE,2026-01-23T20:29:19.728667
TKT-10379,CUST-5379,User379,user379@example.com,France,Hindi,WhatsApp,Technical,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,-0.29,High,AI provided a helpful response.,FALSE,Resolved,27,3,TRUE,2025-12-12T06:40:19.728667
TKT-10380,CUST-5380,User380,user380@example.com,Germany,Urdu,Web,Product,Login Issue,Customer is facing an issue and needs support.,Get Help,0.54,High,AI provided a helpful response.,TRUE,Escalated,5,3,TRUE,2026-01-24T21:47:19.728667
TKT-10381,CUST-5381,User381,user381@example.com,France,French,Web,Account,General Inquiry,Customer is facing an issue and needs support.,Cancel Service,0.8,High,AI provided a helpful response.,FALSE,Escalated,41,5,FALSE,2026-02-03T19:54:19.728667
TKT-10382,CUST-5382,User382,user382@example.com,USA,Urdu,Chat,Account,Refund Request,Customer is facing an issue and needs support.,Request Info,0.62,Medium,AI provided a helpful response.,TRUE,Escalated,62,1,TRUE,2025-12-11T17:47:19.728667
TKT-10383,CUST-5383,User383,user383@example.com,USA,German,WhatsApp,Billing,Bug Report,Customer is facing an issue and needs support.,Get Help,0.17,Medium,AI provided a helpful response.,FALSE,Escalated,25,2,TRUE,2025-12-07T13:28:19.728667
TKT-10384,CUST-5384,User384,user384@example.com,USA,Urdu,Email,Account,Payment Failure,Customer is facing an issue and needs support.,Request Info,0.35,Medium,AI provided a helpful response.,FALSE,Pending,39,5,FALSE,2026-01-09T18:25:19.728667
TKT-10385,CUST-5385,User385,user385@example.com,Australia,English,WhatsApp,Account,Login Issue,Customer is facing an issue and needs support.,Request Info,0.76,Medium,AI provided a helpful response.,TRUE,Resolved,44,2,FALSE,2025-12-05T06:03:19.728667
TKT-10386,CUST-5386,User386,user386@example.com,UK,German,WhatsApp,Billing,Refund Request,Customer is facing an issue and needs support.,Complaint,0.2,High,AI provided a helpful response.,TRUE,Resolved,49,5,TRUE,2025-12-22T09:18:19.728667
TKT-10387,CUST-5387,User387,user387@example.com,Germany,French,WhatsApp,Product,Refund Request,Customer is facing an issue and needs support.,Cancel Service,0.18,Medium,AI provided a helpful response.,FALSE,Escalated,46,2,TRUE,2025-12-05T05:08:19.728667
TKT-10388,CUST-5388,User388,user388@example.com,UAE,German,Chat,Product,Login Issue,Customer is facing an issue and needs support.,Request Info,0.58,High,AI provided a helpful response.,TRUE,Resolved,32,2,TRUE,2025-12-22T03:44:19.728667
TKT-10389,CUST-5389,User389,user389@example.com,India,Arabic,WhatsApp,Billing,Bug Report,Customer is facing an issue and needs support.,Cancel Service,0.43,Low,AI provided a helpful response.,FALSE,Resolved,64,4,TRUE,2025-12-29T17:01:19.728667
TKT-10390,CUST-5390,User390,user390@example.com,France,German,Web,Account,Refund Request,Customer is facing an issue and needs support.,Cancel Service,0.45,Low,AI provided a helpful response.,FALSE,Escalated,56,5,TRUE,2026-02-09T16:56:19.728667
TKT-10391,CUST-5391,User391,user391@example.com,Australia,French,Email,Account,Payment Failure,Customer is facing an issue and needs support.,Complaint,-0.81,Critical,AI provided a helpful response.,TRUE,Resolved,25,3,TRUE,2026-01-01T01:43:19.728667
TKT-10392,CUST-5392,User392,user392@example.com,Germany,German,Email,Account,Login Issue,Customer is facing an issue and needs support.,Complaint,-0.8,Low,AI provided a helpful response.,FALSE,Pending,68,1,FALSE,2026-02-07T09:00:19.728667
TKT-10393,CUST-5393,User393,user393@example.com,USA,Arabic,Email,Billing,Bug Report,Customer is facing an issue and needs support.,Get Help,-0.68,Low,AI provided a helpful response.,TRUE,Resolved,50,1,TRUE,2026-01-24T11:27:19.728667
TKT-10394,CUST-5394,User394,user394@example.com,UK,English,Web,Billing,General Inquiry,Customer is facing an issue and needs support.,Request Info,-0.86,High,AI provided a helpful response.,TRUE,Resolved,70,3,TRUE,2026-01-15T06:42:19.728667
TKT-10395,CUST-5395,User395,user395@example.com,France,English,Email,Account,Refund Request,Customer is facing an issue and needs support.,Complaint,0.34,Critical,AI provided a helpful response.,FALSE,Pending,38,5,FALSE,2025-12-09T14:23:19.728667
TKT-10396,CUST-5396,User396,user396@example.com,USA,German,Web,Product,Refund Request,Customer is facing an issue and needs support.,Complaint,0.66,Low,AI provided a helpful response.,FALSE,Resolved,6,3,FALSE,2026-01-08T01:09:19.728667
TKT-10397,CUST-5397,User397,user397@example.com,UAE,German,Email,Product,Refund Request,Customer is facing an issue and needs support.,Cancel Service,0.17,Low,AI provided a helpful response.,TRUE,Resolved,65,4,TRUE,2026-01-09T00:29:19.728667
TKT-10398,CUST-5398,User398,user398@example.com,Australia,German,WhatsApp,Technical,Bug Report,Customer is facing an issue and needs support.,Complaint,-0.33,Medium,AI provided a helpful response.,TRUE,Pending,8,2,TRUE,2026-01-18T05:29:19.728667
TKT-10399,CUST-5399,User399,user399@example.com,Germany,Urdu,Web,Technical,Login Issue,Customer is facing an issue and needs support.,Complaint,-0.12,Low,AI provided a helpful response.,FALSE,Escalated,60,2,TRUE,2026-01-05T13:52:19.728667
TKT-10400,CUST-5400,User400,user400@example.com,Australia,German,Web,Product,Refund Request,Customer is facing an issue and needs support.,Cancel Service,0.95,High,AI provided a helpful response.,TRUE,Resolved,54,2,FALSE,2025-12-31T18:14:19.728667
TKT-10401,CUST-5401,User401,user401@example.com,UAE,English,Web,Technical,Refund Request,Customer is facing an issue and needs support.,Cancel Service,-0.95,High,AI provided a helpful response.,FALSE,Resolved,64,4,TRUE,2025-12-17T15:33:19.728667
TKT-10402,CUST-5402,User402,user402@example.com,Germany,Hindi,Chat,Product,Payment Failure,Customer is facing an issue and needs support.,Get Help,0.73,Critical,AI provided a helpful response.,FALSE,Escalated,22,4,FALSE,2026-01-21T19:16:19.728667
TKT-10403,CUST-5403,User403,user403@example.com,France,English,Chat,Delivery,Refund Request,Customer is facing an issue and needs support.,Complaint,-0.61,Medium,AI provided a helpful response.,FALSE,Resolved,6,3,TRUE,2025-12-22T03:03:19.728667
TKT-10404,CUST-5404,User404,user404@example.com,Canada,Arabic,Web,Technical,Refund Request,Customer is facing an issue and needs support.,Get Help,-0.56,Low,AI provided a helpful response.,FALSE,Pending,17,1,TRUE,2026-01-12T06:29:19.728667
TKT-10405,CUST-5405,User405,user405@example.com,India,German,Chat,Delivery,Payment Failure,Customer is facing an issue and needs support.,Get Help,0.31,Low,AI provided a helpful response.,FALSE,Escalated,11,2,TRUE,2026-01-16T14:57:19.728667
TKT-10406,CUST-5406,User406,user406@example.com,USA,German,WhatsApp,Product,Bug Report,Customer is facing an issue and needs support.,Cancel Service,-0.04,Critical,AI provided a helpful response.,FALSE,Escalated,38,3,FALSE,2026-01-09T16:43:19.728667
TKT-10407,CUST-5407,User407,user407@example.com,Australia,French,Web,Account,Bug Report,Customer is facing an issue and needs support.,Complaint,-0.23,Low,AI provided a helpful response.,TRUE,Resolved,59,3,TRUE,2025-12-07T18:12:19.728667
TKT-10408,CUST-5408,User408,user408@example.com,Canada,French,Chat,Delivery,Refund Request,Customer is facing an issue and needs support.,Get Help,-0.63,High,AI provided a helpful response.,FALSE,Pending,16,2,TRUE,2026-01-02T16:29:19.728667
TKT-10409,CUST-5409,User409,user409@example.com,Australia,Hindi,Chat,Account,General Inquiry,Customer is facing an issue and needs support.,Complaint,-0.73,Low,AI provided a helpful response.,FALSE,Resolved,26,4,TRUE,2026-02-09T10:06:19.728667
TKT-10410,CUST-5410,User410,user410@example.com,UK,French,Web,Account,Refund Request,Customer is facing an issue and needs support.,Get Help,-0.88,Medium,AI provided a helpful response.,TRUE,Resolved,19,5,FALSE,2026-01-04T21:46:19.728667
TKT-10411,CUST-5411,User411,user411@example.com,France,German,WhatsApp,Account,Refund Request,Customer is facing an issue and needs support.,Complaint,-0.56,Low,AI provided a helpful response.,FALSE,Pending,62,4,FALSE,2025-12-20T08:50:19.728667
TKT-10412,CUST-5412,User412,user412@example.com,Canada,Arabic,Web,Billing,General Inquiry,Customer is facing an issue and needs support.,Request Info,-0.6,High,AI provided a helpful response.,TRUE,Escalated,42,3,TRUE,2026-01-09T22:04:19.728667
TKT-10413,CUST-5413,User413,user413@example.com,UK,French,Email,Technical,General Inquiry,Customer is facing an issue and needs support.,Request Info,0.71,Low,AI provided a helpful response.,FALSE,Resolved,35,3,FALSE,2026-02-03T03:29:19.728667
TKT-10414,CUST-5414,User414,user414@example.com,Pakistan,French,Web,Billing,General Inquiry,Customer is facing an issue and needs support.,Complaint,0.1,Low,AI provided a helpful response.,TRUE,Pending,69,4,TRUE,2025-12-22T13:15:19.728667
TKT-10415,CUST-5415,User415,user415@example.com,Pakistan,Arabic,Chat,Technical,Bug Report,Customer is facing an issue and needs support.,Get Help,-0.88,Medium,AI provided a helpful response.,FALSE,Escalated,28,5,TRUE,2026-01-10T09:13:19.728667
